word,count
जानकी,22
विद्धि,22
राक्षसेन्द्रस्य,22
सुतः,22
ददृशे,22
नरश्रेष्ठ,22
अस्त्रं,22
आसुर,22
गतिम,22
सयात,22
राक्षसैर,22
वचॊ,22
हितं,21
सदृशं,21
दातुम,21
संख्ये,21
मूर्ध्नि,21
वालिनं,21
समेत्य,21
बली,21
मनॊ,21
पित्रा,21
खलु,21
कः,21
हतं,21
महाबाहुर,21
भवेद,21
जनकात्मजाम,21
रावणम,21
एकॊ,21
सथितम,21
रुधिरं,21
अयम,21
काकुत्स्थं,21
राज्ञॊ,21
ऽहम,21
चरणौ,21
तरिषु,21
राज्ये,21
सत्रियः,21
गतिः,21
वैदेहि,20
पृथिवीं,20
विललाप,20
बभौ,20
ताव,20
ऽपय,20
सुमहान,20
पथि,20
लॊकस्य,20
यद्य,20
का,20
इयं,20
वत्स,20
सर्वभूतानां,20
हरीन,20
तेजस्वी,20
बाणैर,20
हृष्टा,20
परम,20
शक्यं,20
एषा,20
विभीषणम,20
कुशलं,20
निशाचरः,20
धि,20
नयवेदयत,20
राक्षसैः,20
मुहूर्तं,19
यच,19
सर्व,19
देशं,19
सुतम,19
भरातुर,19
भर्तारम,19
रम्यं,19
पुत्रम,19
राक्षसॊ,19
हृष्टाः,19
अन्ये,19
गमिष्यति,19
यथासुखम,19
कुम्भकर्णॊ,19
मेदिनीम,19
रक्षसाम,19
भविष्यसि,19
विविधान,19
दुःखम,19
शुश्राव,19
बहु,19
सागरं,19
वः,19
ऊचुः,19
हनूमन्तम,19
कालॊ,19
आगतम,19
पावकः,19
गतिं,19
करिष्यति,19
संक्रुद्धॊ,19
हा,19
रॊचते,19
धनुर,19
आहवे,19
परभॊ,19
मातरं,18
नाम्ना,18
पूर्वम,18
सवां,18
पुनस,18
कं,18
तैर,18
धरणीतले,18
राज्ञा,18
बुद्ध्या,18
आसीद,18
चाब्रवीत,18
महात्मा,18
पृथिव्यां,18
बरूहि,18
धर्मे,18
गताः,18
राक्षसाधिपः,18
परंतपः,18
निहतं,18
परंतप,18
ददृशुस,18
ददृशुः,18
वानरैः,18
नामतः,18
परजाः,18
हन्तुम,18
रक्षांसि,18
धीमतः,18
दुःखेन,18
वैदेहीम,18
सुग्रीवम,18
वीरं,18
दरक्ष्यसि,17
आशु,17
तिष्ठ,17
ताः,17
देव,17
कौसल्यां,17
उपस्थितम,17
ऽसमिन,17
सत्यम,17
अरिंदम,17
वसिष्ठॊ,17
सथिताः,17
चतुर्दश,17
वक्त्रं,17
भर्तुर,17
जगत,17
महात्मानं,17
महाबाहुः,17
दिशं,17
तयॊर,17
परीतॊ,17
इवाम्बरम,17
घॊरा,17
अर्हथ,17
सागरम,17
कुरुते,17
काकुत्स्थः,17
जनकात्मजा,17
ऽसति,17
विव्याध,17
उक्तं,17
सुता,17
ऽतर,17
तस्मै,17
पितुः,17
सथातुं,17
मही,16
कदा,16
निर्जगाम,16
आचचक्षे,16
भवनं,16
पुरे,16
विश्रुतः,16
पुष्पकं,16
पप्रच्छ,16
सर्वेषु,16
हृता,16
तेषाम,16
तिष्ठति,16
सर्वभूतानि,16
राघवौ,16
फलं,16
इच्छति,16
मधुरं,16
मतिं,16
सथिता,16
कर्तव्यं,16
वृतॊ,16
आससाद,16
बरह्मन,16
सौमित्रिर,16
च;,16
धर्मज्ञ,16
बिभेद,16
पतिता,16
पर्वतः,16
तया,16
बाहुभ्यां,16
सुग्रीव,16
मतिः,16
शरान,16
जहि,16
विचचार,16
मुहुः,16
वयक्तं,16
कन्या,16
परभुः,16
परमप्रीतॊ,16
परेषयाम,16
पातयाम,16
समाहिताः,16
रक्षसः,16
रक्षसा,16
महाबलाः,16
शरूयतां,16
भीमं,16
सवस्ति,16
शरॊतुम,16
निशाचराः,16
दिवम,15
दिवं,15
गिरा,15
अतुलं,15
अस्ति,15
वधं,15
चात्र,15
तूर्णम,15
पृष्ठतॊ,15
सवर्गं,15
जनः,15
कदनं,15
रतः,15
पुत्रः,15
राक्षसी,15
दक्षिणां,15
परीतिं,15
राज्ञः,15
कर्मणा,15
दीना,15
निपेतुर,15
हते,15
रूपम,15
कषितौ,15
मन्यसे,15
सेना,15
सौमित्रिम,15
भविष्यन्ति,15
अभिवाद्य,15
हृदि,15
यथान्यायं,15
रामश,15
मुनिः,15
नित्यम,15
वासवः,15
किष्किन्धां,15
समागम्य,15
उद्यम्य,15
बुद्धिं,15
अङ्गदं,15
तपः,15
पारं,15
हृष्टॊ,15
वक्ष्यामि,15
राघवाय,15
ययुः,15
नयवेदयन,15
शुभं,15
परया,15
सवेन,15
ऊचुर,15
तस्या,15
सर्वथा,15
रराज,15
घॊरैर,15
शतं,15
नरव्याघ्र,15
यूथपः,15
जीवितुम,15
यावत,15
सवम,15
ऽबरवीद,15
वसिष्ठं,15
पृष्ठतः,15
वीर्यं,15
करॊधाद,15
बहवॊ,15
मेने,15
विहाय,15
विधिवत,14
दृश्यन्ते,14
वासं,14
आश्रित्य,14
दिवि,14
देशे,14
अलं,14
सुग्रीवेण,14
पराणांस,14
लॊकानां,14
पराह,14
महामुनिः,14
शरूयते,14
पुनश,14
तैः,14
शरेष्ठॊ,14
निशम्य,14
हृदयं,14
उत्तरम,14
सीतायाः,14
परिष्वज्य,14
राघवे,14
फलम,14
चचार,14
तावत,14
वृत्तं,14
भरतस्य,14
तत्त्वतः,14
शत्रुघ्नॊ,14
बहुधा,14
भूतानि,14
तीव्रं,14
तीक्ष्णैर,14
हनूमतः,14
तरसा,14
महातपाः,14
आस्थितः,14
वशे,14
वेश्म,14
शेते,14
दर्शयाम,14
युक्तॊ,14
शुभम,14
पर्वतम,14
शक्या,14
इतः,14
दत्तं,14
जयेष्ठं,14
तरिदिवं,14
परहसन,14
परस्परम,14
सूतं,14
परत्यभाषत,14
चिच,14
सुदारुणम,14
सीताया,14
विश्वामित्रम,14
अभ्यधावत,14
नाहं,14
अभिदुद्राव,14
वीरा,14
भूयस,13
एतन,13
महतीं,13
देशम,13
सहिता,13
कथाः,13
सुरासुरैः,13
महात्मानॊ,13
करुणं,13
उद्दिश्य,13
परत्यदृश्यत,13
महीं,13
सर्वांस,13
उत्थाय,13
ववर्ष,13
सततं,13
परणम्य,13
दशरथस्य,13
शुशुभे,13
अत्यर्थं,13
उत्तरं,13
परतिभाति,13
तारा,13
कुम्भकर्णं,13
दीनॊ,13
मुदा,13
निहत्य,13
गतम,13
बहुभिः,13
ददामि,13
विमानं,13
यस्यार्यॊ,13
सुमहद,13
समुद्रस्य,13
मुनिं,13
कैकेय्या,13
शनैर,13
पाणिना,13
अतॊ,13
संग्रामे,13
भवतु,13
सतां,13
भवति,13
तपस,13
संहृष्टा,13
भद्रे,13
कृत्स्नं,13
विविधैर,13
परिघं,13
तान्य,13
शॊकेन,13
देवं,13
काकुत्स्थॊ,13
नराः,13
वधार्थं,13
गृहं,13
यज्ञं,13
कृते,13
नित्यशः,13
रक्षः,13
वधाय,13
जहार,13
सरितां,13
आवृत्य,13
वायुर,13
चान्ये,13
देवाः,13
पर्यवारयन,13
यॊजनानां,13
गतिर,13
भार्यया,13
रघुनन्दनः,13
ऽनुमते,13
नदीं,13
समुद्रं,13
सहिताः,13
पत्नी,12
चक्रिरे,12
यं,12
अस्तु,12
जातॊ,12
तत्त्वम,12
दशरथः,12
एतौ,12
अभवत,12
अन्यॊन्यम,12
रामेति,12
हरियूथपाः,12
बभञ्ज,12
पुरं,12
सती,12
सन,12
सुग्रीवस्य,12
अयॊध्यायां,12
शंस,12
नगरीं,12
हुताशनम,12
वेगं,12
कर्ता,12
आसीत,12
अपूजयन,12
दीप्तं,12
चक्रुः,12
वयसनं,12
बलेन,12
वसति,12
माता,12
शिरस्य,12
अब्रवीन,12
अग्रतः,12
इमाम,12
करिष्यसि,12
परदास्यामि,12
बरवीमि,12
परविश्य,12
परसादं,12
पराञ्जलिः,12
दवे,12
राघवेण,12
धर्मॊ,12
आश्रमम,12
रावणिः,12
एकं,12
चक्षुषा,12
विपुलं,12
धरुवं,12
लभते,12
कुले,12
बुद्धिर,12
भगवन,12
अयॊध्याम,12
बाढम,12
हन्ति,12
परहर्षम,12
एकेन,12
नृप,12
पुरंदरः,12
परविष्टॊ,12
करॊधम,12
सागरे,12
पन्थानम,12
इतॊ,12
मतिम,12
बहून,12
वर,12
देवानां,12
मायया,12
कृताञ्जलिर,12
कृतॊ,12
राक्षस,12
विश्वकर्मणा,12
रक्षॊ,12
शेषं,12
चिरं,12
आगता,12
नव,12
यावद,12
धीमता,12
उत्सृज्य,12
ईदृशम,12
आजघान,12
ऋषीणां,12
पावकम,12
ता,12
महाभागा,12
सुराः,12
दर्शनम,12
बभाषे,12
शरूयताम,12
ऽभवद,12
नृपम,12
कुम्भकर्णस्य,11
महातेजास,11
तेषु,11
समुपचक्रमे,11
अस्तं,11
विसृज्य,11
समाहितः,11
निबॊध,11
तीरे,11
तेपे,11
सहितॊ,11
परभृति,11
भर्तुः,11
आख्यातुम,11
राजंस,11
अभूत,11
पश्यसि,11
पुरुषर्षभ,11
मधुरां,11
हित्वा,11
दत्त्वा,11
जीवन,11
नेह,11
दशरथं,11
जीवति,11
सेनां,11
आरॊप्य,11
तवय्य,11
देवीं,11
विस्मयं,11
समन्तात,11
शक्रॊ,11
रम्या,11
इहागतः,11
पराणैर,11
कामं,11
वेगवान,11
विनेदुर,11
जग्मुः,11
यथागतम,11
ऽभयभाषत,11
अभिचक्राम,11
जनयाम,11
परमां,11
परीतिर,11
किल,11
बलवान,11
बलात,11
निर्मितं,11
हतम,11
कारणं,11
परहसन्न,11
दशग्रीवॊ,11
सलक्ष्मणः,11
सथितं,11
दिशश,11
अग्रतॊ,11
मत्कृते,11
अहॊ,11
बरह्मा,11
सौमित्रिं,11
दरक्ष्यामि,11
हरिभिर,11
परददौ,11
निशाम,11
सुसमाहितः,11
मन्त्रिभिः,11
बाहू,11
परवर्तते,11
महायशः,11
लक्ष्यते,11
तासां,11
राक्षसाधिपम,11
धरुवम,11
सार्धम,11
शतशॊ,11
कुलं,11
नादं,11
मुखम,11
तपॊ,11
दर्शनं,11
दरुतम,11
लॊकं,11
मेदिनी,11
महेन्द्रस्य,11
खरः,11
पुरुषव्याघ्र,11
युक्ता,11
युक्तः,11
सुराणाम,11
शैलं,11
सुखी,11
चापं,11
ययुर,11
अकरॊत,11
कैकेयीम,11
शुभे,11
ऋते,11
हृष्टः,11
काकुत्स्थम,11
कामरूपिणः,11
हितम,11
पतिं,11
मतिर,11
दत्ता,11
वानरैर,11
कुर्याद,11
भित्त्वा,11
महात्मनाम,11
चिरम,11
कालं,11
पुत्रान,11
परकाशते,11
पञ्चत्वम,11
मारुतः,11
शूरः,11
गिरेः,11
दुर्धर्षॊ,11
नरशार्दूल,11
निर्ययौ,11
अस्मान,11
अथॊ,11
देवान,11
अस्या,11
धरण्यां,11
सयान,11
भविष्यामि,11
वयाजहार,11
गङ्गां,11
महास्वनम,11
अवेक्ष्य,11
करॊधात,11
इदानीं,11
अवश्यं,11
तरयः,10
इमे,10
वासः,10
रम्यां,10
महाद्युतिः,10
राक्षसराजस्य,10
बाणान,10
आभरणानि,10
धर्मज्ञः,10
हरयः,10
रूपेण,10
भरातुः,10
परॊवाच,10
नीलं,10
महात्मानौ,10
भीरु,10
सुव्रत,10
वृक्षान,10
अन्यॊन्यं,10
कषमं,10
यदा,10
शरियम,10
पितामहम,10
पितामहः,10
वरारॊहे,10
परिया,10
मानुषं,10
कृपणं,10
महानादं,10
वसुधा,10
रम्ये,10
तैस,10
शक्यम,10
इमां,10
शॊभते,10
चिराय,10
भूमिं,10
भयात,10
दुःखार्ता,10
सलिलं,10
सहस्राणि,10
दीप्तम,10
लङ्कायां,10
यथाविधि,10
महाबल,10
शिखरं,10
परदक्षिणं,10
हृदये,10
दविपः,10
अदृश्यत,10
रात्रौ,10
शब्दॊ,10
कस,10
जलम,10
आरुह्य,10
तवैव,10
कस्माद,10
हता,10
आददे,10
चचाल,10
गते,10
खे,10
परीत्या,10
भास्करः,10
लक्ष्म्या,10
कथयाम,10
भाति,10
रथे,10
रथः,10
विदितं,10
दरक्ष्यन्ति,10
सचिवैः,10
मृत्युर,10
सहलक्ष्मणः,10
दशाननः,10
परजा,10
मुहूर्तेन,10
धीमान,10
तवत्कृते,10
आश्रमं,10
पुत्रसहस्राणि,10
वपुषा,10
पश्यन्ति,10
आत्मानम,10
परभाते,10
आगताः,10
गमने,10
गमनं,10
निहते,10
कपिर,10
दैवं,10
वानरं,10
युक्तम,10
कालेन,10
कालस्य,10
युद्धाय,10
मन्दं,10
वक्तुं,10
देवताः,10
कैकेयीं,10
जाम्बवान,10
निहतॊ,10
दीर्घम,10
देवा,10
कार्या,10
वाणीं,10
परश्रितं,10
पतिः,10
वस,10
महर्षयः,10
भयाद,10
तरीन,10
शरुतः,10
शरुतम,10
तस्यैव,10
परवेक्ष्यामि,10
आमन्त्र्य,10
समीपं,10
समीपे,10
गवां,10
शशंस,10
मुनिपुंगवः,10
शूराः,10
लक्ष्मणश,10
परीतः,10
वयादिदेश,10
परिगृह्य,10
रसातलम,10
शत्रून,10
भूतानां,10
आगच्छ,10
ताडयाम,10
दरुमाः,10
हिमवान,10
वाक्यविशारदः,10
शरैस,10
यॊद्धुं,10
आनय,10
महात्मा;,10
ललाटे,9
काञ्चनं,9
दारुणं,9
हर्षम,9
वासॊ,9
ममापि,9
राक्षसेन्द्रॊ,9
आविशत,9
शशाक,9
ऋषिः,9
ऋषिं,9
तरिशिरा,9
वधॊ,9
वधे,9
वधम,9
मैथिलि,9
परियां,9
शरीरं,9
सुतं,9
चैनं,9
वृथा,9
ससैन्यॊ,9
आख्याहि,9
उपागतम,9
उपागतः,9
विविधानि,9
महति,9
रजनी,9
पूजां,9
अभवद,9
शरेष्ठ,9
अब्रवील,9
कषमम,9
सवर्गे,9
समागताः,9
सथानं,9
दण्डकारण्ये,9
निरन्तरम,9
समन्ताद,9
इन्द्रजित,9
परतिगृह्णीष्व,9
देशस्य,9
जञातुम,9
दुःखितॊ,9
पुत्रस,9
करियताम,9
तेजॊ,9
तेजः,9
वदनं,9
तांश,9
दुरात्मनः,9
गुरुः,9
भूमिर,9
दिवाकरः,9
विजयं,9
शुश्रुवे,9
तवरितं,9
उपेत्य,9
रक्षिता,9
जज्वाल,9
परीतिम,9
पादपाः,9
तरातुम,9
आत्मनश,9
अनुस्मरन,9
जानकीम,9
जले,9
बलाद,9
यौवराज्ये,9
वृक्षैः,9
रुदती,9
पुण्यं,9
हताः,9
रणमूर्धनि,9
खम,9
वृतम,9
पराञ्जलयः,9
जनाः,9
परत्युवाचेदं,9
पलवगर्षभाः,9
भविता,9
पराप्तम,9
अभयं,9
इवाम्बरे,9
रॊहिणीम,9
रॊषात,9
तथेत्य,9
नयवर्तत,9
ववन्दे,9
धर्मः,9
पश्यन,9
याति,9
शवॊ,9
लॊकांस,9
तरिभिर,9
तीक्ष्णैः,9
रुरॊद,9
वाप्य,9
संप्रेक्ष्य,9
तस्याः,9
ओजसा,9
खरं,9
विष्णॊः,9
वनानि,9
दक्षिणं,9
सुषेणं,9
शुभां,9
वैरं,9
उवास,9
तपश,9
ससर्ज,9
पतितं,9
पश्चिमां,9
फलानि,9
सागरः,9
परतस्थे,9
विष्णुर,9
तॊयदः,9
राक्षसास,9
निर्बिभेद,9
रमते,9
अगमत,9
साक्षाद,9
धर्मवित,9
आरेभे,9
पतिर,9
मुमॊह,9
धारयितुं,9
नगरी,9
नगरं,9
निशितैः,9
पार्श्वे,9
कृताञ्जलिः,9
यमक्षयम,9
शरुतं,9
संतापं,9
कालम,9
समीपम,9
यदृच्छया,9
विनाशाय,9
गृहाण,9
तापसं,9
वधिष्यति,9
अधिकं,9
शूरॊ,9
मह्यं,9
नरः,9
येषां,9
वानरर्षभाः,9
कीर्तिं,9
बाष्पं,9
माचिरम,9
चित्रं,9
उपागम्य,9
विशालाक्षि,9
वर्षाणि,9
अनृतं,9
राजञ,9
यमसादनम,9
दरुमान,9
निष्पपात,9
इवानलम,9
परेत्य,9
आत्मवान,9
अनाथवत,9
ऋषयॊ,9
तरयॊ,8
शक्तिर,8
शतक्रतुः,8
इवाचलः,8
बद्ध्वा,8
दुष्टात्मा,8
नरर्षभ,8
राक्षसेन्द्रम,8
पराक्रमम,8
वाक्यज्ञॊ,8
भक्षिता,8
रात्रिं,8
शासनम,8
अन्यथा,8
मातुर,8
देशॊ,8
समर्थॊ,8
असौ,8
तमः,8
परमा,8
अतिक्रम्य,8
चैनम,8
इवाभाति,8
शूलं,8
नीलॊ,8
गन्तुं,8
गुणान,8
बभूवुस,8
खरस्य,8
सर्वैः,8
अर्थं,8
पुरम,8
गुहः,8
गुहॊ,8
शरियं,8
वरजेत,8
पुमान,8
महाप्राज्ञ,8
परवीरहा,8
महावेगॊ,8
वरारॊहा,8
देवैर,8
गगने,8
अवाकिरत,8
भरतेन,8
रक्षां,8
तत्रैव,8
गिरिं,8
विषादं,8
विस्मयम,8
परदक्षिणम,8
वधिष्यामि,8
आज्ञाय,8
अस्माकं,8
शक्रः,8
गिरिः,8
जघ्नुर,8
धनुषा,8
लङ्काया,8
रावणिं,8
जग्मुस,8
यशस्विनीम,8
नौर,8
महेन्द्रम,8
राक्षसानाम,8
गच्छन्तं,8
गच्छन्ति,8
तवरितॊ,8
अथाब्रुवन,8
अन्यः,8
मर्दितुम,8
सवयम्भूर,8
आशां,8
अभाषत,8
मार्गम,8
शत्रुघ्न,8
दीनं,8
शक्ताः,8
रिपुम,8
सुमहातेजा,8
समः,8
विनशिष्यति,8
तस्मान,8
पराणा,8
उत्पाट्य,8
दशग्रीवं,8
चतुर्भिः,8
महाबाहुं,8
जनकस्य,8
गतौ,8
वयाहृतं,8
भक्त्या,8
पुरुषं,8
भामिनि,8
परकाशन्ते,8
संपरिष्वज्य,8
मन्त्रिणः,8
मारीचं,8
आविश्य,8
शरीमाञ,8
सुमहत,8
परित्यज्य,8
एनम,8
रणाजिरे,8
रथॊ,8
एष्यति,8
मुनिर,8
तस्थुः,8
आर्यं,8
सहस्रं,8
दवारम,8
आश्रमे,8
आश्रितः,8
बरुवन,8
करॊधमूर्छितः,8
जानीषे,8
सुकृतं,8
कारणम,8
हनूमांश,8
नयपतद,8
आगमिष्यति,8
बुद्ध्वा,8
परष्टुं,8
राजानॊ,8
अशॊकवनिकां,8
अभिगम्य,8
भवता,8
हनूमता,8
पृथक,8
दुर्मतिः,8
अङ्गदः,8
शर्वरी,8
मुखं,8
निहता,8
निहतः,8
बुध्यसे,8
दिव्यम,8
रावणाय,8
विप्रियं,8
विमले,8
सर्वरक्षसाम,8
सखा,8
अङ्गदॊ,8
अग्निं,8
दीप्ततेजसं,8
शेकुर,8
अपातयत,8
कृताः,8
तरैलॊक्यं,8
पश्यतु,8
मुनिपुंगव,8
अभ्यधावन्त,8
गगनं,8
शासनात,8
दीयताम,8
शॊणितम,8
मांसानि,8
धारयन,8
विससर्ज,8
नाद्य,8
दृष्टं,8
बरह्मलॊकं,8
पतिम,8
कुर्वन्ति,8
दुःखाद,8
खल्व,8
परतिज्ञाम,8
दिव्या,8
काश,8
इहैव,8
वाल्मीकिर,8
अन्यैश,8
एषां,8
कारयाम,8
इवाबभौ,8
तुमुलं,8
धनं,8
चिन्तां,8
अप्रियम,8
भरते,8
भीता,8
वाक्यैर,8
ररास,8
वनौकसः,8
कुञ्जरम,8
यत्नं,8
नय,8
यावन,8
कालाग्निर,8
इच्छाम्य,8
सूतम,8
परहृष्टा,8
दैवतं,8
नरा,8
कुर्वन,8
ततश,8
दण्डकावनम,8
तस्मिंस,8
महाहवे,8
धिग,8
पश्चाद,8
सन्ति,8
मुखेन,8
पुरॊहितम,8
भान्ति,8
कृथाः,8
षष्टिः,8
संक्रुद्धः,8
कृतवान,8
शरीर,8
संप्रति,8
वानर,8
राक्षसस्य,8
अद्भुतम,8
सुग्रीवे,8
चाहं,8
मॊहम,8
आहुर,8
जगामाकाशम,7
परियाम,7
चतुरॊ,7
एतच,7
नराधिपः,7
मुहूर्ते,7
पुरतः,7
दशरथात्मजम,7
वसुंधरा,7
दविजान,7
इवान्तकः,7
